innovation,eml,scope,disease,eml_date,nra,nra_date,gra,gra_date,gra_body,dose,form,alternative_names,category,technology,target_population,indication,archetype,phase_1_status,phase_1_date,phase_2_status,phase_2_date,phase_3_status,phase_3_date,phase_4_status,phase_4_date,trial_status,trial_status_notes,date_trial_status,manufacturer,dalys,disease_prevalence,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,data_source,readiness,financing,impact_potential,introduction_readiness,date_proof_of_concept,date_first_regulatory,date_first_launch,proj_date_first_regulatory,proj_date_first_launch,proj_date_lmic_20_uptake
Dolutegravir/lamivudin,NA,Kenya,HIV,NA,No,NA,Yes,1/1/19,US_FDA,50/300 mg,Tablet,DOVATO,Therapeutic,Fixed-dose combination,adult HIV,treatment of HIV-1 infection in adults with no antiretroviral treatment history and with no known substitutions associated with resistance to the individual components of DOVATO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/19,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/19,1/1/19,1/1/19,1/1/19,1/1/19,1/1/24
Dolutegravir/lamivudin,NA,Senegal,HIV,NA,NA,NA,Yes,1/1/19,US_FDA,50/300 mg,Tablet,DOVATO,Therapeutic,Fixed-dose combination,adult HIV,treatment of HIV-1 infection in adults with no antiretroviral treatment history and with no known substitutions associated with resistance to the individual components of DOVATO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/19,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/19,1/1/19,1/1/19,1/1/19,1/1/19,1/1/24
Dolutegravir/lamivudin,NA,South Africa,HIV,NA,NA,NA,Yes,1/1/19,US_FDA,50/300 mg,Tablet,DOVATO,Therapeutic,Fixed-dose combination,adult HIV,treatment of HIV-1 infection in adults with no antiretroviral treatment history and with no known substitutions associated with resistance to the individual components of DOVATO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/19,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/19,1/1/19,1/1/19,1/1/19,1/1/19,1/1/24
Dolutegravir/lamivudin,NA,WHO,HIV,NA,NA,NA,Yes,1/1/19,US_FDA,50/300 mg,Tablet,DOVATO,Therapeutic,Fixed-dose combination,adult HIV,treatment of HIV-1 infection in adults with no antiretroviral treatment history and with no known substitutions associated with resistance to the individual components of DOVATO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/19,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/19,1/1/19,1/1/19,1/1/19,1/1/19,1/1/24
Dolutegravir/rilpivirine,NA,Kenya,HIV,NA,NA,NA,Yes,11/21/17,US_FDA,50/25 mg,Tablet,Juluca,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/21/17,Viiv Healthcare Bv,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,11/21/17,11/21/17,11/21/17,11/21/17,11/21/17,11/21/22
Dolutegravir/rilpivirine,NA,Senegal,HIV,NA,NA,NA,Yes,11/21/17,US_FDA,50/25 mg,Tablet,Juluca,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/21/17,Viiv Healthcare Bv,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,11/21/17,11/21/17,11/21/17,11/21/17,11/21/17,11/21/22
Dolutegravir/rilpivirine,NA,South Africa,HIV,NA,NA,NA,Yes,11/21/17,US_FDA,50/25 mg,Tablet,Juluca,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/21/17,Viiv Healthcare Bv,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,11/21/17,11/21/17,11/21/17,11/21/17,11/21/17,11/21/22
Dolutegravir/rilpivirine,NA,WHO,HIV,NA,NA,NA,Yes,11/21/17,US_FDA,50/25 mg,Tablet,Juluca,Therapeutic,Fixed-dose combination,adult HIV,Treatment of HIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/21/17,Viiv Healthcare Bv,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,11/21/17,11/21/17,11/21/17,11/21/17,11/21/17,11/21/22
Doravirine,NA,Kenya,HIV,NA,NA,NA,Yes,1/1/18,US_FDA,NA,NA,PIFELTRO,Therapeutic,Small Molecule,adult HIV,Treatment of HIV-1 infection,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,Merck Sharp Co. Inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Doravirine,NA,Senegal,HIV,NA,NA,NA,Yes,1/1/18,US_FDA,NA,NA,PIFELTRO,Therapeutic,Small Molecule,adult HIV,Treatment of HIV-1 infection,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,Merck Sharp Co. Inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Doravirine,NA,South Africa,HIV,NA,NA,NA,Yes,1/1/18,US_FDA,NA,NA,PIFELTRO,Therapeutic,Small Molecule,adult HIV,Treatment of HIV-1 infection,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,Merck Sharp Co. Inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Doravirine,NA,WHO,HIV,NA,NA,NA,Yes,1/1/18,US_FDA,NA,NA,PIFELTRO,Therapeutic,Small Molecule,adult HIV,Treatment of HIV-1 infection,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,Merck Sharp Co. Inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Doravirine/islatravir,NA,Kenya,HIV,NA,NA,NA,NA,NA,NA,NA,NA,MK-8591A,Therapeutic,Fixed-dose combination antiretroviral,all ages HIV,Treatment of HIV-1,NA,NA,NA,NA,NA,Completed,1/28/26,NA,NA,Phase 3,Completed,1/28/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/26,NA,NA,9/10/28,1/5/29,1/6/34
Doravirine/islatravir,NA,Senegal,HIV,NA,NA,NA,NA,NA,NA,NA,NA,MK-8591A,Therapeutic,Fixed-dose combination antiretroviral,all ages HIV,Treatment of HIV-1,NA,NA,NA,NA,NA,Completed,1/28/26,NA,NA,Phase 3,Completed,1/28/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/26,NA,NA,9/10/28,1/5/29,1/6/34
Doravirine/islatravir,NA,South Africa,HIV,NA,NA,NA,NA,NA,NA,NA,NA,MK-8591A,Therapeutic,Fixed-dose combination antiretroviral,all ages HIV,Treatment of HIV-1,NA,NA,NA,NA,NA,Completed,1/28/26,NA,NA,Phase 3,Completed,1/28/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/26,NA,NA,9/10/28,1/5/29,1/6/34
Doravirine/islatravir,NA,WHO,HIV,NA,NA,NA,NA,NA,NA,NA,NA,MK-8591A,Therapeutic,Fixed-dose combination antiretroviral,all ages HIV,Treatment of HIV-1,NA,NA,NA,NA,NA,Completed,1/28/26,NA,NA,Phase 3,Completed,1/28/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/26,NA,NA,9/10/28,1/5/29,1/6/34
Dydrogesterone,NA,Kenya,MNCH,NA,No,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Pregnancy,Treatment of Preterm labor,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,1/22/21,Phase 4,Completed,1/22/21,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/22/21,NA,NA,9/5/23,12/31/23,12/31/28
Dydrogesterone,NA,Senegal,MNCH,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Pregnancy,Treatment of Preterm labor,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,1/22/21,Phase 4,Completed,1/22/21,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/22/21,NA,NA,9/5/23,12/31/23,12/31/28
Dydrogesterone,NA,South Africa,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Pregnancy,Treatment of Preterm labor,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,1/22/21,Phase 4,Completed,1/22/21,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/22/21,NA,NA,9/5/23,12/31/23,12/31/28
Dydrogesterone,NA,WHO,MNCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therapeutic,Small Molecule,Pregnancy,Treatment of Preterm labor,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,1/22/21,Phase 4,Completed,1/22/21,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/22/21,NA,NA,9/5/23,12/31/23,12/31/28
EXACTO TEST HIV,NA,Kenya,Tuberculosis,NA,No,NA,Yes,NA,NA,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic assay,adult TB,Treatment of TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://hain-lifescience.de/en/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXACTO TEST HIV,NA,Senegal,Tuberculosis,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic assay,adult TB,Treatment of TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://hain-lifescience.de/en/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXACTO TEST HIV,NA,South Africa,Tuberculosis,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic assay,adult TB,Treatment of TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://hain-lifescience.de/en/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXACTO TEST HIV,NA,WHO,Tuberculosis,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Diagnostic,Lateral-flow immunochromatographic assay,adult TB,Treatment of TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://hain-lifescience.de/en/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EasyNAT MTC,NA,Kenya,Tuberculosis,NA,No,NA,Yes,1/1/26,NA,NA,NA,NA,Diagnostic,automated in vitro nucleic acid amplification test,all age TB,Detection of Mycobacterium tuberculosis complex (MTC) DNA in human sputum samples from asymptomatic and symptomatic individuals.,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/26,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/26,1/1/26,1/1/26,1/1/26,1/1/26,1/1/31
EasyNAT MTC,NA,Senegal,Tuberculosis,NA,No,NA,Yes,1/1/26,NA,NA,NA,NA,Diagnostic,automated in vitro nucleic acid amplification test,all age TB,Detection of Mycobacterium tuberculosis complex (MTC) DNA in human sputum samples from asymptomatic and symptomatic individuals.,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/26,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/26,1/1/26,1/1/26,1/1/26,1/1/26,1/1/31
EasyNAT MTC,NA,South Africa,Tuberculosis,NA,NA,NA,Yes,1/1/26,NA,NA,NA,NA,Diagnostic,automated in vitro nucleic acid amplification test,all age TB,Detection of Mycobacterium tuberculosis complex (MTC) DNA in human sputum samples from asymptomatic and symptomatic individuals.,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/26,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/26,1/1/26,1/1/26,1/1/26,1/1/26,1/1/31
EasyNAT MTC,NA,WHO,Tuberculosis,NA,NA,NA,Yes,1/1/26,NA,NA,NA,NA,Diagnostic,automated in vitro nucleic acid amplification test,all age TB,Detection of Mycobacterium tuberculosis complex (MTC) DNA in human sputum samples from asymptomatic and symptomatic individuals.,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/26,NA,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,1/1/26,1/1/26,1/1/26,1/1/26,1/1/26,1/1/31
Elagolix,NA,Kenya,MNCH,NA,No,NA,Yes,1/1/18,US_FDA,150mg and 200mg,Tablet,Orilissa,Therapeutic,Oral Gonadotropin releasing Hormone receptor antagonist,Female adults,Treatment of Pain in Endometriosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,NA,25000000,39400000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://coyotebio.com",NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Elagolix,NA,Senegal,MNCH,NA,No,NA,Yes,1/1/18,US_FDA,150mg and 200mg,Tablet,Orilissa,Therapeutic,Oral Gonadotropin releasing Hormone receptor antagonist,Female adults,Treatment of Pain in Endometriosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,NA,25000000,39400000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://coyotebio.com",NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Elagolix,NA,South Africa,MNCH,NA,NA,NA,Yes,1/1/18,US_FDA,150mg and 200mg,Tablet,Orilissa,Therapeutic,Oral Gonadotropin releasing Hormone receptor antagonist,Female adults,Treatment of Pain in Endometriosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,NA,25000000,39400000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://coyotebio.com",NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Elagolix,NA,WHO,MNCH,NA,NA,NA,Yes,1/1/18,US_FDA,150mg and 200mg,Tablet,Orilissa,Therapeutic,Oral Gonadotropin releasing Hormone receptor antagonist,Female adults,Treatment of Pain in Endometriosis,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/18,NA,25000000,39400000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://coyotebio.com",NA,NA,NA,NA,1/1/18,1/1/18,1/1/18,1/1/18,1/1/18,1/1/23
Elecsys HIV Combi PT,NA,Kenya,HIV,NA,No,NA,Yes,6/21/17,US_FDA,NA,NA,Roche Elecsys HIV Combi,Diagnostic,Electrochemiluminescence immunoassay (ECLIA),all ages HIV,diagnosis of HIV‑1 and/or HIV‑2 infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/17,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/21/17,6/21/17,6/21/17,6/21/17,6/21/17,6/21/22
Elecsys HIV Combi PT,NA,Senegal,HIV,NA,No,NA,Yes,6/21/17,US_FDA,NA,NA,Roche Elecsys HIV Combi,Diagnostic,Electrochemiluminescence immunoassay (ECLIA),all ages HIV,diagnosis of HIV‑1 and/or HIV‑2 infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/17,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/21/17,6/21/17,6/21/17,6/21/17,6/21/17,6/21/22
Elecsys HIV Combi PT,NA,South Africa,HIV,NA,NA,NA,Yes,6/21/17,US_FDA,NA,NA,Roche Elecsys HIV Combi,Diagnostic,Electrochemiluminescence immunoassay (ECLIA),all ages HIV,diagnosis of HIV‑1 and/or HIV‑2 infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/17,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/21/17,6/21/17,6/21/17,6/21/17,6/21/17,6/21/22
Elecsys HIV Combi PT,NA,WHO,HIV,NA,NA,NA,Yes,6/21/17,US_FDA,NA,NA,Roche Elecsys HIV Combi,Diagnostic,Electrochemiluminescence immunoassay (ECLIA),all ages HIV,diagnosis of HIV‑1 and/or HIV‑2 infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/21/17,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/21/17,6/21/17,6/21/17,6/21/17,6/21/17,6/21/22
Elecsys HIV Duo,NA,Kenya,HIV,NA,No,NA,Yes,6/13/23,US_FDA,NA,NA,Roche Elecsys HIV Duo,Diagnostic,in vitro immunoassay,all ages HIV,"Detection and differentiation of HIV-1 p24 antigen and antibodies to HIV, HIV-1 (groups M and O) and HIV-2 in human serum and plasma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/13/23,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/13/23,6/13/23,6/13/23,6/13/23,6/13/23,6/12/28
Elecsys HIV Duo,NA,Senegal,HIV,NA,No,NA,Yes,6/13/23,US_FDA,NA,NA,Roche Elecsys HIV Duo,Diagnostic,in vitro immunoassay,all ages HIV,"Detection and differentiation of HIV-1 p24 antigen and antibodies to HIV, HIV-1 (groups M and O) and HIV-2 in human serum and plasma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/13/23,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/13/23,6/13/23,6/13/23,6/13/23,6/13/23,6/12/28
Elecsys HIV Duo,NA,South Africa,HIV,NA,NA,NA,Yes,6/13/23,US_FDA,NA,NA,Roche Elecsys HIV Duo,Diagnostic,in vitro immunoassay,all ages HIV,"Detection and differentiation of HIV-1 p24 antigen and antibodies to HIV, HIV-1 (groups M and O) and HIV-2 in human serum and plasma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/13/23,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/13/23,6/13/23,6/13/23,6/13/23,6/13/23,6/12/28
Elecsys HIV Duo,NA,WHO,HIV,NA,NA,NA,Yes,6/13/23,US_FDA,NA,NA,Roche Elecsys HIV Duo,Diagnostic,in vitro immunoassay,all ages HIV,"Detection and differentiation of HIV-1 p24 antigen and antibodies to HIV, HIV-1 (groups M and O) and HIV-2 in human serum and plasma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/13/23,Roche Diagnostics,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/13/23,6/13/23,6/13/23,6/13/23,6/13/23,6/12/28
Emtricitabine and Tenofovir Alafenamide (FTC/TAF),NA,Kenya,HIV,NA,No,NA,Yes,1/1/15,US_FDA,200 mg/10 mg and 200 mg/25 mg,Tablet,Descovy,Therapeutic,Dual-Nucleoside/Nucleotide Reverse Transcriptase Inhibitors (NRTI),adult and Pediatric aged 12 and older,Treatment of HIV-1,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/15,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://hain-lifescience.de/en/",NA,NA,NA,NA,1/1/15,1/1/15,1/1/15,1/1/15,1/1/15,1/1/20
Emtricitabine and Tenofovir Alafenamide (FTC/TAF),NA,Senegal,HIV,NA,Yes,NA,Yes,1/1/15,US_FDA,200 mg/10 mg and 200 mg/25 mg,Tablet,Descovy,Therapeutic,Dual-Nucleoside/Nucleotide Reverse Transcriptase Inhibitors (NRTI),adult and Pediatric aged 12 and older,Treatment of HIV-1,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/15,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://hain-lifescience.de/en/",NA,NA,NA,NA,1/1/15,1/1/15,1/1/15,1/1/15,1/1/15,1/1/20
Emtricitabine and Tenofovir Alafenamide (FTC/TAF),NA,South Africa,HIV,NA,NA,NA,Yes,1/1/15,US_FDA,200 mg/10 mg and 200 mg/25 mg,Tablet,Descovy,Therapeutic,Dual-Nucleoside/Nucleotide Reverse Transcriptase Inhibitors (NRTI),adult and Pediatric aged 12 and older,Treatment of HIV-1,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/15,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://hain-lifescience.de/en/",NA,NA,NA,NA,1/1/15,1/1/15,1/1/15,1/1/15,1/1/15,1/1/20
Emtricitabine and Tenofovir Alafenamide (FTC/TAF),NA,WHO,HIV,NA,NA,NA,Yes,1/1/15,US_FDA,200 mg/10 mg and 200 mg/25 mg,Tablet,Descovy,Therapeutic,Dual-Nucleoside/Nucleotide Reverse Transcriptase Inhibitors (NRTI),adult and Pediatric aged 12 and older,Treatment of HIV-1,New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,1/1/15,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease

https://hain-lifescience.de/en/",NA,NA,NA,NA,1/1/15,1/1/15,1/1/15,1/1/15,1/1/15,1/1/20
