Innovation,Alternative Names,Category,Disease,Indication,Stage,trial_completion_date,TargetPop,is_on_fda,dates_fda,records_fda,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,time_to_market,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,Readiness,LeadOrg,Impact Score,Country,Impact Potential,Disease Burden,Epidemiological impact,Alignment with goals,Cost-effectiveness,Budget Impact,Resource optimization,Introduction Readiness,Financing,Policy,Uptake/Delivery,Probability of technical and regulatory success,Procurement model,Regulatory approvals,Policy readiness,Social context,Guidelines and training,Policy implemented,Advance launch and planning/timeline,Demand forecasting and generation,Potential supply chain,Delivery model,source_file
Optimized Background Therapy (OBT),Molecule Z,Drug,hiv,hiv,Phase 3,2009-04-01,"Sex: ALL; Age: >16 Years; Criteria: Inclusion Criteria:

* Men or women at least 16 years of age (or minimum age as determined by local regulatory authorities)
* HIV-1 RNA viral load of greater than or equal to 5,000 copies/mL
* Stable ...",No,2010-02-08,FDA-97490,2.62,0.32,5.0,7.94,2011-11-13,2012-03-09,2017-03-10,2,Sanofi,68,Overall,68.0,56,91,51,83,90,37,45,1,3,1,False,True,True,True,False,True,False,True,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
"maraviroc (UK-427,857)",GenName Y,Drug,hiv,hiv,Phase 3,2009-04-01,"Sex: ALL; Age: >16 Years; Criteria: Inclusion Criteria:

* Men or women at least 16 years of age (or minimum age as determined by local regulatory authorities)
* HIV-1 RNA viral load of greater than or equal to 5,000 copies/mL
* Stable ...",No,2010-02-06,FDA-76343,2.62,0.32,5.0,7.94,2011-11-13,2012-03-09,2017-03-10,51,Merck,53,Overall,60.66666666666666,76,46,47,53,66,76,45,1,2,2,True,False,False,False,True,True,False,True,False,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Optimized Background Therapy (OBT),TradeName X,Drug,hiv,hiv,Phase 3,2009-04-01,"Sex: ALL; Age: >16 Years; Criteria: Inclusion Criteria:

* Men or women at least 16 years of age (or minimum age as determined by local regulatory authorities)
* HIV-1 RNA viral load of greater than or equal to 5,000 copies/mL
* Stable ...",No,2010-02-05,FDA-63916,2.62,0.32,5.0,7.94,2011-11-13,2012-03-09,2017-03-10,55,Merck,40,South Africa,63.16666666666666,53,67,75,95,76,13,45,1,3,1,False,True,True,True,False,False,True,False,True,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
"maraviroc (UK-427,857)",AltName A,Drug,hiv,hiv,Phase 3,2009-04-01,"Sex: ALL; Age: >16 Years; Criteria: Inclusion Criteria:

* Men or women at least 16 years of age (or minimum age as determined by local regulatory authorities)
* HIV-1 RNA viral load of greater than or equal to 5,000 copies/mL
* Stable ...",Yes,2009-05-29,FDA-35094,2.62,0.32,5.0,7.94,2011-11-13,2012-03-09,2017-03-10,5,Gilead,36,Senegal,66.0,48,41,98,97,18,94,55,2,2,2,True,True,False,False,True,True,False,True,True,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Optimized Background Therapy (OBT),AltName B,Drug,hiv,hiv,Phase 3,2009-04-01,"Sex: ALL; Age: >16 Years; Criteria: Inclusion Criteria:

* Men or women at least 16 years of age (or minimum age as determined by local regulatory authorities)
* HIV-1 RNA viral load of greater than or equal to 5,000 copies/mL
* Stable ...",Yes,2009-11-23,FDA-23105,2.62,0.32,5.0,7.94,2011-11-13,2012-03-09,2017-03-10,42,Gilead,95,Kenya,39.16666666666666,81,68,12,13,26,35,36,0,4,0,False,False,True,True,False,True,True,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Subjects do not receive study medication in this study 202094,Comp Beta,Drug,hiv,hiv,Phase 3,2018-08-17,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Screened and eligible but not yet randomised to either of the parent studies 201636 (SWORD-1) or 201637 (SWORD-2)
* Receiving an ART regimen which contains TDF
* Female subjects...",Yes,2019-02-13,FDA-38055,2.62,0.32,5.0,7.94,2021-03-30,2021-07-25,2026-07-26,16,Bayer,54,South Africa,69.66666666666667,24,91,62,93,90,58,27,1,1,1,True,False,True,False,False,False,False,True,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
pitavastatin,Product Alpha,Drug,hiv,hiv,Phase 4,2015-01-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* aged ≥18 years
* able to provide informed consent
* had confirmed HIV infection
* on ART including atazanavir 300 mg and ritonavir 100 mg each day in the regimens that were not ...",No,2015-10-05,FDA-98768,0.56,0.15,3.5,4.21,2015-07-24,2015-09-17,2019-03-18,81,Bayer,76,Senegal,25.0,85,10,8,19,19,9,45,2,1,2,True,True,True,False,False,False,False,True,True,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
miconazole Lauriad,TradeName X,Drug,hiv,hiv,Phase 3,2008-01-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Patients with clinical picture of oropharyngeal candidiasis
* Confirmation of oropharyngeal candidiasis by candida culture positive
* HIV-positive patients
* Patients 18 years o...",No,2008-05-24,FDA-90256,2.62,0.32,5.0,7.94,2010-08-14,2010-12-09,2015-12-10,9,Merck,48,Senegal,42.5,4,73,13,50,85,30,45,1,3,1,True,False,False,True,False,True,True,True,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Clotrimazole,Molecule Z,Drug,hiv,hiv,Phase 3,2008-01-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Patients with clinical picture of oropharyngeal candidiasis
* Confirmation of oropharyngeal candidiasis by candida culture positive
* HIV-positive patients
* Patients 18 years o...",Yes,2008-08-09,FDA-56364,2.62,0.32,5.0,7.94,2010-08-14,2010-12-09,2015-12-10,45,Novartis,31,Kenya,64.16666666666667,58,69,42,52,72,92,64,1,3,3,True,False,False,True,True,True,False,False,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Varenicline,Comp Beta,Drug,hiv,hiv,Phase 3,2021-04-01,"Sex: ALL; Age: >18 Years; Criteria: Study Inclusion Criteria:

1. Confirmed chart diagnosis of a HIV and receiving HIV treatment at the participating HIV clinic.
2. Age 18 years or older.
3. Currently self-report smoking 10 cigarettes p...",Yes,2021-06-06,FDA-54102,2.62,0.32,5.0,7.94,2023-11-13,2024-03-09,2029-03-10,63,Bayer,16,South Africa,48.5,52,3,27,65,76,68,45,0,2,3,False,False,True,False,False,True,False,True,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Background ARVs,AltName B,Drug,hiv,hiv,Phase 4,2007-05-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* adult patients, \>=18 years of age;
* seropositive for HIV-1;
* enrolled in an early access program for a new investigational PI;
* naive to Fuzeon, and the investigational PI;
...",Yes,2007-10-23,FDA-85225,0.56,0.15,3.5,4.21,2007-11-21,2008-01-15,2011-07-16,35,Gilead,68,South Africa,41.33333333333334,70,63,2,56,9,48,45,1,2,2,False,True,False,True,False,True,False,True,True,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
PI,AltName A,Drug,hiv,hiv,Phase 4,2007-05-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* adult patients, \>=18 years of age;
* seropositive for HIV-1;
* enrolled in an early access program for a new investigational PI;
* naive to Fuzeon, and the investigational PI;
...",No,2007-07-29,FDA-17674,0.56,0.15,3.5,4.21,2007-11-21,2008-01-15,2011-07-16,26,J&J,98,Overall,60.16666666666666,10,96,63,94,94,4,27,1,1,1,True,False,True,False,False,False,False,False,True,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
enfuvirtide [Fuzeon],GenName Y,Drug,hiv,hiv,Phase 4,2007-05-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* adult patients, \>=18 years of age;
* seropositive for HIV-1;
* enrolled in an early access program for a new investigational PI;
* naive to Fuzeon, and the investigational PI;
...",Yes,2007-12-07,FDA-63864,0.56,0.15,3.5,4.21,2007-11-21,2008-01-15,2011-07-16,84,Gilead,55,Senegal,55.66666666666666,70,89,92,52,0,31,27,1,2,0,False,True,False,True,False,True,False,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
"Abacavir sulfate, Lamivudine, and Zidovudine",GenName Y,Drug,hiv,hiv,Phase 2,2008-01-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Acute HIV infection with HIV viral load of more than 50,000 copies/ml AND either negative ELISA OR Western blot with 5 bands or less within 4 weeks prior to study entry
* Hepati...",Yes,2008-03-17,FDA-91330,4.41,0.98,21.0,26.39,2012-05-29,2013-05-22,2034-05-22,37,Pfizer,53,Senegal,61.16666666666666,37,75,80,95,39,41,55,0,3,3,False,False,True,True,True,False,False,False,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Lopinavir/Ritonavir,Comp Beta,Drug,hiv,hiv,Phase 2,2008-01-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Acute HIV infection with HIV viral load of more than 50,000 copies/ml AND either negative ELISA OR Western blot with 5 bands or less within 4 weeks prior to study entry
* Hepati...",Yes,2008-02-24,FDA-16082,4.41,0.98,21.0,26.39,2012-05-29,2013-05-22,2034-05-22,56,J&J,85,South Africa,70.16666666666667,97,88,53,53,91,39,64,2,3,2,True,True,False,False,True,True,True,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
ATRIPLA,Comp Beta,Drug,hiv,hiv,Phase 4,2015-07-21,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Adults (≥ 18 years)
* HIV-1 infection, clinical stability, and treatment with ATRIPLA ® for the past two years.
* Standard plasma viral load below the limit of detection for at ...",No,2016-05-07,FDA-74510,0.56,0.15,3.5,4.21,2016-02-10,2016-04-05,2019-10-05,26,Bayer,38,Senegal,33.16666666666666,2,20,99,45,25,8,55,1,2,3,False,True,False,False,True,False,True,False,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
ATV,Comp Beta,Drug,hiv,hiv,Phase 3,2008-10-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV RNA ≥5000 c/ml

Exclusion Criteria:

* Any antiretroviral therapy within 30 days prior to screening;
* Women of Childbearing potential (WOCBP) unwilling or unable to use an ...",No,2009-08-29,FDA-44073,2.62,0.32,5.0,7.94,2011-05-15,2011-09-09,2016-09-09,76,J&J,61,Overall,47.16666666666666,17,82,1,94,17,72,36,0,2,2,False,False,True,True,False,False,False,False,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
RTV,Product Alpha,Drug,hiv,hiv,Phase 3,2008-10-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV RNA ≥5000 c/ml

Exclusion Criteria:

* Any antiretroviral therapy within 30 days prior to screening;
* Women of Childbearing potential (WOCBP) unwilling or unable to use an ...",No,2009-03-28,FDA-99219,2.62,0.32,5.0,7.94,2011-05-15,2011-09-09,2016-09-09,26,Sanofi,14,Senegal,41.83333333333334,46,16,66,16,41,66,55,0,4,2,False,False,True,True,True,True,False,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Tenofovi-Emtricitabine (TDF/FTC) tablet,AltName A,Drug,hiv,hiv,Phase 3,2008-10-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV RNA ≥5000 c/ml

Exclusion Criteria:

* Any antiretroviral therapy within 30 days prior to screening;
* Women of Childbearing potential (WOCBP) unwilling or unable to use an ...",Yes,2008-12-21,FDA-93782,2.62,0.32,5.0,7.94,2011-05-15,2011-09-09,2016-09-09,22,Novartis,82,South Africa,44.0,43,52,9,18,52,90,45,0,4,1,False,False,True,False,True,True,True,False,False,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
LPV,Molecule Z,Drug,hiv,hiv,Phase 3,2008-10-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV RNA ≥5000 c/ml

Exclusion Criteria:

* Any antiretroviral therapy within 30 days prior to screening;
* Women of Childbearing potential (WOCBP) unwilling or unable to use an ...",Yes,2009-07-11,FDA-54766,2.62,0.32,5.0,7.94,2011-05-15,2011-09-09,2016-09-09,79,Bayer,79,Senegal,51.33333333333334,69,60,24,10,61,84,73,1,4,3,True,False,True,True,True,True,False,True,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
VRC01,Comp Beta,Biological,hiv,hiv,Phase 2,2020-12-01,"Sex: MALE; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

General and Demographic Criteria

* Age of 18 to 50 years
* Access to a participating clinical research site (CRS) and willingness to be followed for the planned duration of the s...",No,2021-04-04,FDA-56416,4.41,0.98,21.0,26.39,2025-04-29,2026-04-22,2047-04-22,89,GSK,46,Senegal,45.16666666666666,40,73,3,32,99,24,64,1,3,3,True,False,True,True,False,True,False,True,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
pneumococcal conjugate vaccine,TradeName X,Biological,hiv,hiv,Phase 3,2013-07-01,"Sex: ALL; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria for HIV positive subjects:

1. At least one prior PPV ≥ 3 and \< 8 years ago, while HIV positive. There is no upper limit to the number of previously received PPVs.
2. HIV-positive ...",Yes,2013-10-24,FDA-55087,2.62,0.32,5.0,7.94,2016-02-12,2016-06-08,2021-06-09,61,Gilead,9,Senegal,33.33333333333334,13,11,16,4,57,99,55,2,1,3,True,True,False,False,True,False,False,True,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
pneumococcal polysaccharide vaccine,AltName B,Biological,hiv,hiv,Phase 3,2013-07-01,"Sex: ALL; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria for HIV positive subjects:

1. At least one prior PPV ≥ 3 and \< 8 years ago, while HIV positive. There is no upper limit to the number of previously received PPVs.
2. HIV-positive ...",No,2014-04-24,FDA-38669,2.62,0.32,5.0,7.94,2016-02-12,2016-06-08,2021-06-09,17,GSK,96,South Africa,60.5,96,95,8,44,27,93,45,0,3,2,False,False,False,False,True,True,True,False,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Dapivirine vaginal ring,TradeName X,Device,hiv,hiv,Phase 2,2021-09-09,"Sex: FEMALE; Age: >16 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

* Age 16 through 21 years (inclusive) at Enrollment, verified per site standard operating procedures (SOPs).
* Able and willing to provide informed consent, and if under the legal...",Yes,2022-01-24,FDA-32967,4.41,0.98,21.0,26.39,2026-02-05,2027-01-29,2048-01-29,87,AstraZeneca,44,Overall,30.83333333333333,54,66,23,13,16,13,27,0,2,1,False,False,False,False,True,True,False,True,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
FTC/TDF,GenName Y,Drug,hiv,hiv,Phase 2,2021-09-09,"Sex: FEMALE; Age: >16 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

* Age 16 through 21 years (inclusive) at Enrollment, verified per site standard operating procedures (SOPs).
* Able and willing to provide informed consent, and if under the legal...",No,2022-03-01,FDA-43338,4.41,0.98,21.0,26.39,2026-02-05,2027-01-29,2048-01-29,87,Novartis,95,South Africa,60.0,94,8,66,69,30,93,82,2,3,4,True,True,False,True,False,True,True,True,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
CAB Oral Tablets,Comp Beta,Drug,hiv,hiv,Phase 2,2023-04-20,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects screened for this study must be HIV-1 infected and \>=18 years of age.
* A female subject is eligible to enter and participate in the study if she: is of non-child-bear...",Yes,2023-05-22,FDA-83532,4.41,0.98,21.0,26.39,2027-09-16,2028-09-08,2049-09-08,76,Merck,97,South Africa,38.5,24,0,21,88,28,70,36,1,3,0,True,False,True,True,True,False,False,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
CAB LA,Molecule Z,Drug,hiv,hiv,Phase 2,2023-04-20,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects screened for this study must be HIV-1 infected and \>=18 years of age.
* A female subject is eligible to enter and participate in the study if she: is of non-child-bear...",No,2023-10-01,FDA-34962,4.41,0.98,21.0,26.39,2027-09-16,2028-09-08,2049-09-08,59,AstraZeneca,24,Senegal,52.33333333333334,61,89,53,26,33,52,64,2,2,3,True,True,False,False,True,False,True,True,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
ABC/3TC Oral tablets,Molecule Z,Drug,hiv,hiv,Phase 2,2023-04-20,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects screened for this study must be HIV-1 infected and \>=18 years of age.
* A female subject is eligible to enter and participate in the study if she: is of non-child-bear...",Yes,2023-11-15,FDA-91619,4.41,0.98,21.0,26.39,2027-09-16,2028-09-08,2049-09-08,33,Pfizer,61,South Africa,65.0,83,94,43,35,48,87,36,1,1,2,False,True,False,False,True,False,False,False,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
RPV Oral Tablets,AltName B,Drug,hiv,hiv,Phase 2,2023-04-20,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects screened for this study must be HIV-1 infected and \>=18 years of age.
* A female subject is eligible to enter and participate in the study if she: is of non-child-bear...",No,2024-02-19,FDA-50168,4.41,0.98,21.0,26.39,2027-09-16,2028-09-08,2049-09-08,60,Sanofi,33,Senegal,29.83333333333333,77,18,11,6,11,56,45,2,3,0,True,True,False,True,True,True,False,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
RPV,Product Alpha,Drug,hiv,hiv,Phase 2,2023-04-20,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects screened for this study must be HIV-1 infected and \>=18 years of age.
* A female subject is eligible to enter and participate in the study if she: is of non-child-bear...",Yes,2023-07-19,FDA-30836,4.41,0.98,21.0,26.39,2027-09-16,2028-09-08,2049-09-08,1,Novartis,100,Kenya,37.5,1,48,17,91,29,39,36,1,3,0,True,False,True,True,True,False,False,False,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Nicotine Replacement Therapy,AltName B,Drug,hiv,hiv,Phase 4,2024-05-23,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Diagnosed with HIV (based on self-report).
* Be 18 years and older
* Have smoked ≥ 5 cigarettes/day in the past year
* Be interested in making a quit attempt in the next 30 days...",Yes,2024-12-26,FDA-55806,0.56,0.15,3.5,4.21,2024-12-13,2025-02-06,2028-08-07,41,Novartis,73,South Africa,54.5,42,97,8,90,61,29,55,1,3,2,True,False,True,False,True,True,False,False,True,False,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Kaletra + Isentress,TradeName X,Drug,hiv,hiv,Phase 2,2014-02-11,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Documented HIV-1 infection.
* Treatment naïve (defined as having never received any HIV antiretroviral agents in past).
* CD4+ T-cell count greater than or equal to 50 cells/mm3...",Yes,2015-01-18,FDA-91209,4.41,0.98,21.0,26.39,2018-07-10,2019-07-03,2040-07-02,72,Gilead,93,South Africa,54.16666666666666,75,4,65,76,64,41,27,0,1,2,False,False,True,False,False,False,False,False,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Atripla,AltName B,Drug,hiv,hiv,Phase 2,2014-02-11,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Documented HIV-1 infection.
* Treatment naïve (defined as having never received any HIV antiretroviral agents in past).
* CD4+ T-cell count greater than or equal to 50 cells/mm3...",Yes,2014-09-12,FDA-96028,4.41,0.98,21.0,26.39,2018-07-10,2019-07-03,2040-07-02,59,Novartis,51,Overall,46.5,70,27,14,88,58,22,55,1,2,3,True,False,False,False,False,True,True,True,False,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
Darunavir (DRV/r),TradeName X,Drug,hiv,hiv,Phase 4,2010-02-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Age 18 years or older
* Treatment with a stable antiretroviral regimen containing two protease inhibitors, one additional FDA-licensed agent from another class (except NNRTIs) a...",No,2010-08-25,FDA-75658,0.56,0.15,3.5,4.21,2010-08-24,2010-10-18,2014-04-18,54,GSK,98,Senegal,45.16666666666666,18,62,48,45,37,61,45,1,2,2,True,False,False,False,True,True,False,True,False,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
continue on current dual boosted PI,AltName B,Drug,hiv,hiv,Phase 4,2010-02-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Age 18 years or older
* Treatment with a stable antiretroviral regimen containing two protease inhibitors, one additional FDA-licensed agent from another class (except NNRTIs) a...",No,2010-05-11,FDA-65090,0.56,0.15,3.5,4.21,2010-08-24,2010-10-18,2014-04-18,36,Gilead,87,South Africa,45.0,32,3,73,21,77,64,64,0,4,3,False,False,True,True,False,True,True,True,True,True,False,HorizonScan_hiv_20251201_Harmonized.xlsx
Dolutegravir 50 mg,Molecule Z,Drug,hiv,hiv,Phase 2,2022-06-28,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV-1 infection as documented by screening plasma HIV-1 RNA \>1000 c/mL
* ART-naïve (short-term antiretroviral use for prevention of mother-to-child transmission will be allowed...",No,2023-03-15,FDA-89421,4.41,0.98,21.0,26.39,2026-11-24,2027-11-17,2048-11-16,19,Pfizer,80,South Africa,49.33333333333334,97,41,73,48,37,0,64,0,3,4,False,False,False,True,False,True,True,True,True,True,True,HorizonScan_hiv_20251201_Harmonized.xlsx
B/FTC/TAF,TradeName X,Drug,hiv,hiv,Phase 4,2020-12-15,"Sex: MALE; Age: >18 Years; Criteria: Inclusion Criteria:

* Self-identified transgender woman (TW)
* HIV infection
* Undetectable HIV viral load (HIV-1 RNA \<50 copies/mL) at screening and for \>/=24 weeks prior to entry.
* Current HIV t...",Yes,2021-04-26,FDA-23399,0.56,0.15,3.5,4.21,2021-07-07,2021-08-31,2025-03-01,53,Gilead,5,Kenya,30.83333333333333,17,48,58,34,8,20,36,1,2,1,True,False,False,False,True,False,True,True,False,False,False,HorizonScan_hiv_20251201_Harmonized.xlsx
