innovation,alternative_names,category,technology,disease,target_population,indication,archetype,trial_status,Other_trial_status,date_trial_status,Other_trial_dates,nra_Kenya,nra_Senegal,nra_South_Africa,eml_Kenya,eml_Senegal,eml_South_Africa,nra_other_status,nra_other_date,nra_other_body,nra_note,gra,gra_date,gra_body,gra_note,eml_date,eml_country,eml_note,manufacturer,dalys,disease_prevalence,other_targeted_population,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,...55,data_source,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,country,nra,eml,readiness,financing,impact_potential,introduction_readiness
Misoprostol,"Misoprostol, tablet",Therapeutic,NA,MNCH,pregnancy,Treatment and prevention of Postpartum haemorrhage (PPH)/abortion care,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2022-09-22,WHO_PQ,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-22,2023-01-17,2028-01-17,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,57.556011468404904,31.596477944403887
Misoprostol,"Misoprostol, Vaginal",Therapeutic,NA,MNCH,pregnancy,Treatment and prevention of Postpartum haemorrhage (PPH)/abortion care,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2022-09-22,WHO_PQ,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-22,2023-01-17,2028-01-17,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,57.3500010301359,33.65593515988439
MK-8527,NA,Therapeutic,NA,HIV,adult HIV,Prevention of HIV infection,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSD/Yamasa corporation,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,79.69161395565607,82.38413669914007
MK-8591A,NA,Therapeutic,NA,HIV,adult HIV,Treatment of HIV,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSD/Yamasa Corporation,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,34.02944609988481,41.70051301084459
MK-8591B,NA,Therapeutic,NA,HIV,adult HIV,Treatment of HIV,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSD/Yamasa Corporation,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,78.5268515709322,53.16722196247429
MK-8591D,NA,Therapeutic,NA,HIV,adult HIV,Treatment of HIV,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSD/Gilead Sciences,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,61.66404594434425,71.13946846686304
Morcheck 3rd generation HIV OMT (Oral Mucosal Transudate) Kit,NA,Diagnostic,NA,HIV,adult HIV,For HIV self-testing to aid in the diagnosis of HIV infection,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,South Africa,No,No,NA,NA,24.416178504470736,39.31930310931057
Mosquirix,Mosquirix,Vaccine,NA,Malaria,adult malaria,Immunization against Malaria caused by Placimodium Falciparum and Hepatitis B,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GlaxoSmithKline (GSK); Walter Reed Army Institute of Research (WRAIR) (including Military HIV Research Program); GSK Bio,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,95.95312981284223,36.21887314040214
Mosquiron 100EC,Mosquiron 100EC,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-02-19,WHO_PQ,NA,NA,NA,NA,Adama Agricultural Solutions Ltd,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-19,2018-06-16,2023-06-16,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Kenya,No,No,NA,NA,72.54892941680737,55.31210737861693
Moxifloxacin,Moxifloxacin,Therapeutic,NA,Tuberculosis,adult TB,"BPaLM - 6 months regimen - MDR/RR-TB;
BLMZ - 9 months regimen - MDR/RR-TB with confirmed drug susceptibility to fluoroquinolones.
2HPMZ/2HPM - 4months regimen - DS-TB",Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,69.05845151864924,79.70777514856309
Moxifloxacin,"Moxifloxacin (hydrochloride) Tablet, Dispersible 100mg",Therapeutic,NA,Tuberculosis,pediatric TB,Treatment of DR-TB; pediatric use,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,6000000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,59.084580244962126,29.56350013613701
Moxifloxacin,"Moxifloxacin (hydrochloride) Tablet, Film-coated 400mg",Therapeutic,NA,Tuberculosis,adult TB,Treatment of DR-TB,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,84.57146467873827,32.45451432000846
MOZKILL 120 SC,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-02-21,WHO_PQ,NA,NA,NA,NA,Corteva Agriscience (formely Dow AgroSciences LLC),55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-21,2018-06-18,2023-06-18,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,61.00318427779712,85.73806945048273
MP Diagnostics HIV Blot 2.2,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in or to confirm the diagnosis of HIV infection: adults, adolescents, children and infants >  18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,89.23685730434954,95.35080648493022
MTB EXTRA ELITe MGB Kit for InGenius platform,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Brazil ANVISA;CE-IVDD,NA,NA,NA,NA,ELITechGroup,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,54.29548052721657,82.80602464079857
Mtb-specific antigen rCFP-10/Mtb-specific antigen rdESAT-6 Solution for injection 0.5 mcg per mL/0.5 mcg per mL,NA,Diagnostic,NA,Tuberculosis,adult TB,Skin test for diagnosis TB,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,43.90939288539812,73.53237237222493
MTB/MDR Test Kit (Sanity 2.0),NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,Senegal,No,No,NA,NA,67.98171618022025,42.018514359369874
Multiplo Rapid HBc/HIV/HCV Antibody Test,NA,Diagnostic,NA,HIV,adult HIV,"Detects antibodies for HIV-1/2, hepatitis B and hepatitis C",Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,18.56724246754311,88.38327353075147
Multispot HIV-1/HIV-2 Rapid Test,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,65.8215025078971,88.86000325065106
MultNAT MTB/RIF,NA,Diagnostic,NA,Tuberculosis,adult TB,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,China NMPA,NA,NA,NA,NA,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,31.55637324671261,73.95643197000027
Murex HIV Ag/Ab Combination,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,46.94554802379571,54.87791356816888
Mycobacterium Tuberculosis Nucleic Acid and Rifampicin Resistance Fluorescence Diagnostic Kit,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,36.17677792906761,65.57511170953512
Mycobacterium Vaccae for injection,NA,Therapeutic,NA,Tuberculosis,adult TB,Adjuvant therapy for tuberculosis chemotherapy,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2006-05-26,China NMPA,NA,NA,NA,NA,"Anhui Zhifei Longkema Biopharmaceutical Co., Ltd",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-05-26,2006-09-20,2011-09-20,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/GynaecologicalconditionsRDpipeline/Gynaecologicalpipelinedatabase,2.62,0.32,5,Senegal,No,No,NA,NA,73.91577982110903,43.63965224754065
Mylan HIV Self Test,NA,Diagnostic,NA,HIV,adult HIV,For HIV self-testing to aid in the diagnosis of HIV infection,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,80.1637804985512,21.024177527986467
N6LS,NA,Therapeutic,NA,HIV,adult HIV,Prevention of HIV infection,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,52.921887127449736,61.05861018411815
Nadroparin - PTL,NA,Diagnostic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,46.809283001348376,50.07053533196449
Nicardipine - PE/E,NA,Therapeutic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,28.10187747818418,37.77089547831565
Nifedipine,Nifedipine - PE/E,Therapeutic,NA,MNCH,pregnancy,Management of Hypertension/Management of preterm labur,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,38.52439552661963,79.78709571063519
Nifedipine,Nifedipine - PTL/PTB,Therapeutic,NA,MNCH,pregnancy,Preterm labour/birth (PTL/PTB),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,57.46227319003083,92.87636295333505
Nimodipine,NA,Therapeutic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,34.15547423413955,46.496925418265164
Non pneumatic anti-shock garment (NASG),NA,Medical device,NA,MNCH,pregnancy,Management of Postpartum hemorrhage,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,22.803945560008287,37.195079347118735
Non-invasive continuous arterial blood pressure monitoring,NA,Medical device,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,29.096883675083518,48.76623575016856
Northern Adelaide Preeclampsia (NAPS) screening test,NA,Diagnostic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,38.48280380945653,34.128292348235846
NOVAtest Tuberculosis Antigen Test,NA,Diagnostic,NA,Tuberculosis,adult TB,Qualitative detection of TB lipoarabinomannan (LAM) antigen from human urine specimen,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,74.02476153569296,67.48085017967969
NucliSENS EasyQ HIV-1 v2.0,NucliSENS EasyQ HIV-1 v2.0 (Automated),Diagnostic,NA,HIV,pediatric HIV,To monitor response to antiretroviral treatment; To diagnose HIV infection in infants < 18 months of age (only if validated by the manufacturer),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,49.19477383955382,51.49998123757541
NucliSENS EasyQ HIV-1 v2.0,NucliSENS EasyQ HIV-1 v2.0 (Semi-Automated),Diagnostic,NA,HIV,pediatric HIV,To monitor response to antiretroviral treatment; To diagnose HIV infection in infants < 18 months of age (only if validated by the manufacturer),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,76.7511542676948,73.38617550767958
NxTek Eliminate Malaria Pf,NA,Diagnostic,NA,Malaria,all ages malaria,Indicated to diagnose P. falciparum infection,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2019-04-12,WHO_PQ,NA,NA,NA,NA,Abbott Laboratories,55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12,2019-08-07,2024-08-06,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,29.21665346599184,65.19032678194344
OLYSET,OLYSET Net,VCPs,NA,Malaria,all ages malaria,"Prevention and control of malaria in children and adults living in areas with ongoing malaria transmission.
WHO policy: strong recommendation, High certainty evidence",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017-12-07,NA,NA,NA,NA,NA,Sumitomo Chemical Company,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-07,2018-04-03,2023-04-03,NA,NA,2.62,0.32,5,Senegal,No,No,NA,NA,84.26825017202646,40.88006028160453
OLYSET,OLYSET PLUS,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Moderate certainty evidence: WHO suggests deploying pyrethroid-PBO nets instead of pyrethroid-only LLINs for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission where the principal malaria vector(s) exhibit pyrethroid resistance.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-01-29,WHO_PQ,NA,NA,NA,NA,Sumitomo Chemical Company,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-29,2018-05-26,2023-05-26,NA,NA,2.62,0.32,5,Kenya,No,No,NA,NA,96.30240420112386,96.37077471707016
ONE STEP Anti‐HIV (1&2) Test,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,90.00642387429252,45.64290505554527
One Step Malaria (Pf) Test,NA,Diagnostic,NA,Malaria,adult malaria,Indicated to diagnose P. falciparum infection,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2024-05-28,WHO_PQ,NA,NA,NA,NA,InTec,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-28,2024-09-22,2029-09-22,NA,https://www.qiagen.com,2.62,0.32,5,Senegal,No,No,NA,NA,65.87715554866008,70.94516278337687
One Step Malaria (Pf/Pv) Tri-line Test,NA,Diagnostic,NA,Malaria,adult malaria,Indicated for the diagnosis of P. falciparum and P.vivax infection,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2024-05-28,WHO_PQ,NA,NA,NA,NA,InTec,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-28,2024-09-22,2029-09-22,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Kenya,No,No,NA,NA,24.971695356070995,24.880515816621482
One Step test for Malaria Pf/Pv Ag MERISCREEN Malaria Pf/Pv Ag,NA,Diagnostic,NA,Malaria,adult malaria,"To diagnose one or more human malaria parasite species (P. falciparum, P. vivax, P. malariae, P. ovale)",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-11-09,WHO_PQ,NA,NA,NA,NA,Meril Life Sciences,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-09,2019-03-06,2024-03-05,NA,https://www.qiagen.com,2.62,0.32,5,South Africa,No,No,NA,NA,69.62779927183874,75.96110960096121
OraQuick HIV 1/2  Rapid Antibody Test,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,91.71240099472925,63.44805253949016
